,aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
15881,1002,탄현마을(동문),1995,개인,,,27000,19,3,2024,중개거래,경기 고양시일산서구,70.47,13,1470,N,24.04.29,41287,개인,탄현동
15882,1506,강선마을15단지보성,1993,개인,,,42000,22,3,2024,중개거래,경기 고양시일산서구,59.88,7,84,N,24.05.03,41287,개인,주엽동
15883,,탄현마을서광,2000,개인,24.05.17,O,35800,21,3,2024,중개거래,경기 고양시일산서구,84.96,7,1579,N,,41287,개인,탄현동
15884,209,가좌마을2단지대우,2005,개인,,,31900,16,3,2024,중개거래,경기 고양시일산서구,84.8566,15,1089,N,24.06.07,41287,개인,가좌동
15885,909,강선마을9단지화성,1993,개인,,,30000,12,3,2024,직거래,,57.27,12,60,N,24.03.28,41287,개인,주엽동
15886,104,일신.삼익아파트,2000,개인,,,26800,22,3,2024,중개거래,경기 고양시일산서구,59.94,17,2120,N,24.06.11,41287,개인,일산동
15887,,일신.삼익아파트,2000,개인,24.03.28,O,26800,22,3,2024,중개거래,경기 고양시일산서구,59.94,17,2120,N,,41287,개인,일산동
15888,303,탄현마을(부영3),1995,개인,,,19900,20,3,2024,중개거래,경기 고양시일산서구,46.58,14,1484,N,24.04.18,41287,개인,탄현동
15889,,탄현마을삼환,2000,개인,,,46400,11,3,2024,중개거래,경기 고양시 일산서구,119.053,16,1584,N,,41287,개인,탄현동
15890,1301,문촌마을13단지대우,1995,개인,,,33500,6,3,2024,중개거래,경기 고양시일산서구,58.68,4,136,N,24.05.30,41287,개인,주엽동
15891,101동,일산에듀포레푸르지오,2018,개인,,,45800,21,3,2024,중개거래,경기 고양시일산서구,84.5164,8,1650,N,24.04.01,41287,개인,탄현동
15892,102,"큰마을대림,현대아파트",2001,개인,,,33000,8,3,2024,직거래,,84.73,2,121,N,24.03.27,41287,개인,탄현동
15893,712,"강선마을7단지(삼환,유원)",1993,개인,,,48000,21,3,2024,중개거래,"경기 고양시덕양구, 경기 고양시일산서구",58.579,7,65,N,24.04.29,41287,개인,주엽동
15894,415,하이파크시티일산파밀리에4단지,2011,개인,,,46000,20,3,2024,중개거래,경기 고양시 일산서구,84.44,25,1535,N,24.07.25,41287,개인,덕이동
15895,408,하이파크시티일산파밀리에4단지,2011,개인,,,54500,4,3,2024,중개거래,경기 고양시 일산서구,121.45,9,1535,N,24.05.20,41287,법인,덕이동
15896,104,하이파크시티일산아이파크1단지,2011,개인,,,48500,21,3,2024,중개거래,경기 고양시 일산서구,124.8758,5,1524,N,24.03.28,41287,개인,덕이동
15897,102동,일산두산위브더제니스,2013,개인,,,70000,3,3,2024,직거래,,120.4817,12,1640,N,24.03.26,41287,개인,탄현동
15898,1202,강선마을12단지두진,1994,개인,,,20500,20,3,2024,중개거래,"경기 고양시일산동구, 경기 고양시일산서구",44.32,17,83,N,24.05.17,41287,개인,주엽동
15899,502,산들마을5단지,2004,개인,,,31000,13,3,2024,직거래,,84.8617,3,1670,N,24.03.26,41287,법인,일산동
15900,1401,강선마을14단지두산,1994,개인,,,46750,18,3,2024,중개거래,경기 고양시일산서구,69.08,1,101,N,24.04.22,41287,개인,주엽동
15901,707,문촌마을7단지주공,1995,개인,,,33000,20,3,2024,중개거래,경기 고양시일산서구,49.69,7,14,N,24.05.20,41287,개인,주엽동
15902,102동,일산에듀포레푸르지오,2018,개인,,,38000,19,3,2024,중개거래,경기 고양시일산서구,59.8354,17,1650,N,24.06.07,41287,개인,탄현동
15903,1202,강선마을12단지두진,1994,개인,,,20900,20,3,2024,중개거래,경기 고양시일산서구,44.32,13,83,N,24.05.21,41287,개인,주엽동
15904,1710,후곡마을(태영17),1994,개인,,,61000,3,3,2024,중개거래,"경기 고양시일산동구, 경기 고양시일산서구",101.93,19,1087,N,24.05.21,41287,개인,일산동
15905,105,일산1차현대홈타운,2001,개인,,,38300,18,3,2024,중개거래,경기 고양시일산서구,84.9736,10,645,N,24.05.30,41287,개인,일산동
15906,1602,탄현마을풍림,2000,개인,,,25700,24,3,2024,중개거래,"경기 고양시일산서구, 경기 파주시",59.859,15,1585,N,24.05.24,41287,개인,탄현동
15907,,후곡마을(동신),1994,개인,24.06.17,O,84000,23,3,2024,중개거래,경기 고양시일산서구,164.52,17,1057,N,,41287,개인,일산동
15908,204,일산2차현대홈타운,2002,개인,,,42800,18,3,2024,중개거래,경기 고양시 일산서구,80.12,12,651-1,N,24.05.30,41287,개인,일산동
15909,1609,후곡마을(코오롱),1995,개인,,,30000,22,3,2024,중개거래,경기 고양시일산서구,48.84,2,1086,N,24.05.03,41287,개인,일산동
15910,406,하이파크시티일산파밀리에4단지,2011,개인,,,57500,12,3,2024,중개거래,경기 고양시 일산서구,121.45,5,1535,N,24.06.05,41287,개인,덕이동
15911,113,일산임광진흥아파트,2009,개인,,,44000,23,3,2024,중개거래,경기 고양시일산서구,124.06,8,1634,N,24.04.17,41287,개인,탄현동
15912,803,후곡마을(동신),1994,개인,,,70000,21,3,2024,중개거래,"경기 고양시일산동구, 경기 고양시일산서구",164.52,1,1057,N,24.06.20,41287,개인,일산동
15913,912,후곡마을(럭키),1994,개인,,,30000,18,3,2024,중개거래,경기 고양시일산서구,49.5,9,1058,N,24.05.23,41287,개인,일산동
15914,1601,탄현마을풍림,2000,개인,,,25700,16,3,2024,중개거래,경기 고양시일산서구,59.859,5,1585,N,24.07.30,41287,개인,탄현동
15915,204,일산동문(2),1997,개인,,,26500,19,3,2024,중개거래,"경기 고양시일산동구, 경기 고양시일산서구",58.988,18,960-6,N,24.05.07,41287,개인,일산동
15916,,일산에듀포레푸르지오,2018,개인,24.03.25,O,38000,19,3,2024,중개거래,경기 고양시일산서구,59.8354,17,1650,N,,41287,개인,탄현동
15917,나,미주7,1990,개인,,,17000,22,3,2024,중개거래,경기 고양시덕양구,80.01,6,1978,N,24.03.27,41287,개인,일산동
15918,903,탄현마을(일신),1994,개인,,,23500,20,3,2024,중개거래,"경기 고양시일산서구, 경기 파주시",59.835,13,1473,N,24.04.30,41287,개인,탄현동
15919,,"큰마을대림,현대아파트",2001,개인,24.03.29,O,26000,22,3,2024,중개거래,경기 고양시일산서구,59.82,13,121,N,,41287,개인,탄현동
15920,112,일신휴먼빌(1655),2003,개인,,,36900,16,3,2024,중개거래,경기 고양시일산서구,84.988,6,1655,N,24.06.03,41287,개인,일산동
15921,304,하이파크시티일산파밀리에3단지,2011,개인,,,53000,8,3,2024,중개거래,경기 고양시 일산서구,129.79,17,1534,N,24.04.30,41287,개인,덕이동
15922,103동,일산두산위브더제니스,2013,개인,,,72000,8,3,2024,직거래,,120.4817,20,1640,N,24.03.22,41287,개인,탄현동
15923,1209,후곡마을(주공),1995,개인,,,32000,15,3,2024,중개거래,경기 고양시일산서구,59.31,4,1103,N,24.06.03,41287,개인,일산동
15924,406,성저마을(삼익),1994,개인,,,38000,16,3,2024,중개거래,경기 고양시일산서구,78.06,1,2213,N,24.07.25,41287,개인,대화동
15925,,문촌마을18단지대원,1995,개인,24.05.07,O,73250,14,3,2024,중개거래,"경기 고양시일산서구, 서울 영등포구",101.67,2,128,N,,41287,개인,주엽동
15926,104,일산에이스(9차),1994,개인,,,36000,22,3,2024,직거래,,131.405,15,583-66,N,24.03.22,41287,개인,일산동
15927,1104,문촌마을11단지건영,1999,개인,,,50000,19,3,2024,중개거래,경기 고양시일산서구,84.88,16,15,N,24.04.22,41287,개인,주엽동
15928,1605,문촌마을16단지뉴삼익,1994,개인,,,45300,15,3,2024,중개거래,경기 고양시일산서구,58.13,4,117,N,24.06.10,41287,개인,주엽동
15929,1107,후곡마을(주공),1995,개인,,,36500,19,3,2024,중개거래,"경기 고양시일산서구, 서울 은평구",68.13,6,1103,N,24.05.24,41287,개인,일산동
15930,1001,문촌마을10단지동부,1996,개인,,,38400,16,3,2024,중개거래,"경기 고양시일산동구, 경기 고양시일산서구",73.718,3,17,N,24.05.16,41287,개인,주엽동
15931,101,일신.삼익아파트,2000,개인,,,34300,18,3,2024,중개거래,"경기 고양시일산서구, 경기 파주시",84.89,19,2120,N,24.04.30,41287,개인,일산동
15932,103,가좌마을1단지양우,2005,개인,,,30000,5,3,2024,직거래,,84.6399,14,1090,N,24.03.20,41287,개인,가좌동
15933,110,문촌마을1단지우성,1994,개인,,,50900,7,3,2024,중개거래,경기 고양시일산서구,84.91,8,1,N,24.05.14,41287,개인,주엽동
15934,405,후곡마을(한양),1995,개인,,,60000,19,3,2024,중개거래,경기 고양시일산서구,84.945,10,1066,N,24.03.22,41287,개인,일산동
15935,415,하이파크시티일산파밀리에4단지,2011,개인,,,44500,5,3,2024,중개거래,경기 고양시 일산서구,84.44,8,1535,N,24.05.10,41287,개인,덕이동
15936,703,후곡마을(동성),1994,개인,,,30900,6,3,2024,중개거래,"경기 고양시덕양구, 경기 고양시일산서구",59.4,6,1055,N,24.05.14,41287,개인,일산동
15937,101,탄현마을(진로),1995,개인,,,40000,9,3,2024,중개거래,경기 고양시일산서구,101.86,4,1485,N,24.06.05,41287,개인,탄현동
15938,710,문촌마을7단지주공,1995,개인,,,30800,9,3,2024,중개거래,경기 고양시일산서구,49.69,15,14,N,24.05.28,41287,개인,주엽동
15939,101동,일산두산위브더제니스,2013,개인,,,41000,18,3,2024,중개거래,경기 고양시일산서구,59.9258,11,1640,N,24.05.03,41287,개인,탄현동
15940,105,일신.삼익아파트,2000,개인,,,33500,4,3,2024,중개거래,경기 고양시일산서구,84.89,16,2120,N,24.04.25,41287,개인,일산동
15941,,탄현마을(진로),1995,개인,24.04.05,O,40000,1,3,2024,중개거래,경기 고양시일산서구,101.86,6,1485,N,,41287,개인,탄현동
15942,101,에이스10차,1996,개인,,,26000,5,3,2024,중개거래,경기 고양시일산서구,84.87,4,2041,N,24.04.16,41287,개인,일산동
15943,505,산들마을5단지,2004,개인,,,38500,18,3,2024,중개거래,경기 안산시단원구,84.8617,1,1670,N,24.03.25,41287,개인,일산동
15944,103,신원1,2002,개인,,,33500,13,3,2024,중개거래,경기 고양시일산서구,84.961,23,2125,N,24.05.31,41287,개인,일산동
15945,104,에이스10차,1996,개인,,,20000,2,3,2024,중개거래,경기 고양시일산서구,59.73,2,2041,N,24.05.09,41287,개인,일산동
15946,202,에이스11차,1996,개인,,,23000,15,3,2024,중개거래,경기 고양시일산서구,59.97,8,2019,N,24.04.01,41287,개인,일산동
15947,201,에이스11차,1996,개인,,,27900,16,3,2024,중개거래,경기 고양시일산서구,84.87,10,2019,N,24.05.31,41287,개인,일산동
15948,204,일산동문(2),1997,개인,,,23500,15,3,2024,직거래,,58.988,25,960-6,N,24.04.22,41287,개인,일산동
15949,,"강선마을7단지(삼환,유원)",1993,개인,24.04.01,O,64000,12,3,2024,중개거래,경기 고양시일산서구,84.63,21,65,N,,41287,개인,주엽동
15950,101동,일산두산위브더제니스,2013,개인,,,47900,5,3,2024,중개거래,경기 고양시일산서구,59.9065,20,1640,N,24.05.27,41287,개인,탄현동
15951,417,하이파크시티일산파밀리에4단지,2011,개인,,,50000,26,3,2024,중개거래,경기 고양시 일산서구,101.93,7,1535,N,24.03.27,41287,개인,덕이동
15952,701,탄현마을(부영7),1995,개인,,,16400,16,3,2024,중개거래,경기 고양시일산서구,50.28,10,1480,N,24.04.12,41287,개인,탄현동
15953,113,"큰마을대림,현대아파트",2001,개인,,,34000,7,3,2024,중개거래,경기 고양시일산서구,84.73,19,121,N,24.05.13,41287,개인,탄현동
15954,105동,일산두산위브더제니스,2013,개인,,,63300,9,3,2024,중개거래,경기 고양시일산서구,95.5001,34,1640,N,24.04.11,41287,개인,탄현동
15955,103,"큰마을대림,현대아파트",2001,개인,,,32000,6,3,2024,중개거래,경기 고양시일산서구,84.73,10,121,N,24.04.03,41287,개인,탄현동
15956,607,가좌마을6단지벽산,2005,개인,,,33500,13,3,2024,중개거래,경기 고양시일산서구,84.997,11,1086,N,24.04.01,41287,개인,가좌동
15957,202,탄현마을(삼익),1994,개인,,,25000,8,3,2024,중개거래,"경기 고양시일산서구, 경기 파주시",59.97,17,1487,N,24.05.31,41287,법인,탄현동
15958,1601,문촌마을16단지뉴삼익,1994,개인,,,61500,9,3,2024,중개거래,경기 고양시일산서구,84.02,4,117,N,24.05.28,41287,개인,주엽동
15959,1509,후곡마을(건영15),1994,개인,,,44700,8,3,2024,중개거래,경기 고양시일산서구,58.83,9,1077,N,24.05.31,41287,개인,일산동
15960,107,"큰마을대림,현대아파트",2001,개인,,,35000,14,3,2024,중개거래,경기 고양시일산서구,84.73,2,121,N,24.05.24,41287,개인,탄현동
15961,304,강선마을3단지한신,1994,개인,,,46890,6,3,2024,직거래,,84.96,11,43,N,24.03.29,41287,공공기관,주엽동
15962,1102,강선마을11단지태영,1994,개인,,,23000,13,3,2024,중개거래,경기 고양시일산동구,41.85,16,73,N,24.03.15,41287,개인,주엽동
15963,101동,일산두산위브더제니스,2013,개인,,,43500,6,3,2024,중개거래,"경기 고양시일산동구, 경기 고양시일산서구",59.9258,22,1640,N,24.05.31,41287,개인,탄현동
15964,1501,탄현마을효성,2000,개인,,,42800,7,3,2024,중개거래,"경기 고양시일산서구, 서울 동작구",99.76,9,1583,N,24.04.11,41287,개인,탄현동
15965,,대화마을동문(3단지),2002,개인,,,44000,9,3,2024,중개거래,경기 고양시일산서구,84.454,18,2573,N,,41287,개인,대화동
15966,101,유진스웰,2010,개인,,,52000,8,3,2024,중개거래,경기 고양시일산서구,103.2347,6,2140,N,24.06.14,41287,개인,일산동
15967,702,후곡마을(동성),1994,개인,,,31500,11,3,2024,중개거래,경기 고양시일산서구,59.4,6,1055,N,24.07.10,41287,개인,일산동
15968,1604,탄현마을풍림,2000,개인,,,24800,7,3,2024,중개거래,경기 고양시일산서구,59.859,3,1585,N,24.05.28,41287,개인,탄현동
15969,1302,문촌마을13단지대우,1995,개인,,,39300,13,3,2024,중개거래,경기 고양시일산동구,74.46,8,136,N,24.03.14,41287,개인,주엽동
15970,204,일산2차현대홈타운,2002,개인,,,42000,12,3,2024,중개거래,경기 고양시 일산서구,80.12,5,651-1,N,24.05.27,41287,개인,일산동
15971,305,산들마을3단지,2003,개인,,,48500,2,3,2024,중개거래,경기 고양시일산서구,116.707,21,1654,N,24.04.02,41287,개인,일산동
15972,404,성저마을(삼익),1994,개인,,,33000,11,3,2024,중개거래,경기 고양시일산서구,59.97,1,2213,N,24.06.28,41287,개인,대화동
15973,,가좌마을5단지벽산,2005,개인,24.04.14,O,31500,5,3,2024,중개거래,경기 고양시일산서구,84.997,10,1087,N,,41287,개인,가좌동
15974,,탄현마을풍림,2000,개인,24.03.14,O,24800,7,3,2024,중개거래,경기 고양시일산서구,59.859,3,1585,N,,41287,개인,탄현동
15975,1405,강선마을14단지두산,1994,개인,,,56000,8,3,2024,중개거래,경기 고양시일산서구,69.08,10,101,N,24.06.27,41287,개인,주엽동
15976,104,장성마을(동부),1995,개인,,,32500,8,3,2024,중개거래,경기 고양시일산서구,52.056,6,2228,N,24.03.22,41287,개인,대화동
15977,107,일산동양(955-2),2004,개인,,,41500,8,3,2024,중개거래,경기 고양시일산서구,84.972,17,955-2,N,24.05.10,41287,개인,일산동
15978,109,일신휴먼빌(1655),2003,개인,,,33800,1,3,2024,중개거래,경기 고양시일산서구,70.983,13,1655,N,24.05.31,41287,개인,일산동
15979,706,킨텍스양우파크타운,2003,개인,,,40500,7,3,2024,중개거래,경기 고양시일산서구,84.2266,4,2579,N,24.04.08,41287,개인,대화동
15980,403,탄현마을(건영4),1994,개인,,,22200,13,3,2024,중개거래,경기 고양시 일산서구,68.29,3,1481,N,24.03.13,41287,법인,탄현동
15981,1301,후곡마을(태영13),1994,개인,,,31000,9,3,2024,중개거래,경기 고양시일산서구,57.76,3,1093,N,24.05.16,41287,개인,일산동
15982,102,일산동양(955-2),2004,개인,,,43000,4,3,2024,중개거래,경기 고양시일산서구,84.972,1,955-2,N,24.05.03,41287,개인,일산동
15983,404,강선마을4단지동신,1993,개인,,,37100,12,3,2024,직거래,,59.49,4,46,N,24.03.14,41287,개인,주엽동
15984,101동,일산두산위브더제니스,2013,개인,,,79000,8,3,2024,중개거래,경기 고양시덕양구,120.4817,26,1640,N,24.03.13,41287,개인,탄현동
15985,302,탄현마을(부영3),1995,개인,,,21500,2,3,2024,중개거래,경기 고양시일산서구,46.58,5,1484,N,24.04.29,41287,개인,탄현동
15986,102,신원1,2002,개인,,,35000,9,3,2024,중개거래,경기 고양시일산서구,84.961,9,2125,N,24.05.28,41287,개인,일산동
15987,504,하이파크시티일산아이파크5단지,2011,개인,,,57000,4,3,2024,중개거래,경기 고양시 일산서구,127.8739,14,1540,N,24.04.19,41287,개인,덕이동
15988,1106,탄현마을동신,2000,개인,,,40300,5,3,2024,중개거래,경기 고양시일산서구,84.981,8,1578,N,24.05.20,41287,개인,탄현동
15989,101,장성마을(동부),1995,개인,,,60000,1,3,2024,중개거래,경기 고양시일산서구,84.962,14,2228,N,24.05.20,41287,개인,대화동
15990,103,일신.삼익아파트,2000,개인,,,27500,9,3,2024,중개거래,"경기 고양시덕양구, 경기 고양시일산서구",59.94,9,2120,N,24.05.28,41287,개인,일산동
15991,131,"큰마을대림,현대아파트",2001,개인,,,24900,2,3,2024,중개거래,경기 고양시일산서구,59.82,14,121,N,24.05.09,41287,개인,탄현동
15992,502,탄현마을(건영5),1995,개인,,,26300,6,3,2024,중개거래,경기 고양시일산서구,68.61,10,1477,N,24.05.10,41287,개인,탄현동
15993,105,태영,2003,개인,,,34800,9,3,2024,중개거래,경기 고양시일산서구,84.79,3,1521,N,24.05.17,41287,개인,덕이동
15994,303,성저마을(풍림),1996,개인,,,31500,1,3,2024,중개거래,경기 고양시일산서구,45.36,12,2215,N,24.05.03,41287,개인,대화동
15995,113동,일산에듀포레푸르지오,2018,개인,,,42500,2,3,2024,중개거래,경기 고양시일산서구,74.9061,20,1650,N,24.04.18,41287,개인,탄현동
15996,105,일산1차현대홈타운,2001,개인,,,43000,6,3,2024,중개거래,경기 고양시일산서구,84.9736,18,645,N,24.06.12,41287,개인,일산동
15997,103,태영(954),2002,개인,,,43500,6,3,2024,직거래,,84.89,3,954,N,24.03.07,41287,개인,일산동
15998,604,"강선마을6단지(금호,한양)",1994,개인,,,86000,4,3,2024,중개거래,경기 고양시일산서구,165.085,18,50,N,24.05.07,41287,개인,주엽동
15999,1104,후곡마을(주공),1995,개인,,,32900,4,3,2024,중개거래,경기 고양시일산서구,59.31,13,1103,N,24.05.09,41287,개인,일산동
16000,303,동문굿모닝힐3,2003,개인,,,32000,5,3,2024,중개거래,경기 파주시,84.2747,12,676-1,N,24.03.05,41287,개인,덕이동
16001,805,후곡마을(동신),1994,개인,,,77000,1,3,2024,중개거래,"경기 고양시일산서구, 서울 강서구",164.52,13,1057,N,24.07.16,41287,개인,일산동
16002,709,후곡마을(동성),1994,개인,,,57700,4,3,2024,중개거래,경기 고양시일산서구,84.27,15,1055,N,24.05.31,41287,개인,일산동
16003,302,일산동문(3),1997,개인,,,26000,4,3,2024,중개거래,경기 고양시일산서구,58.988,5,973-31,N,24.04.26,41287,개인,일산동
16004,111,"큰마을대림,현대아파트",2001,개인,,,26800,4,3,2024,직거래,,59.82,1,121,N,24.03.29,41287,개인,탄현동
16005,102동,일산두산위브더제니스,2013,개인,,,67000,4,3,2024,중개거래,경기 고양시일산서구,120.4817,29,1640,N,24.03.15,41287,개인,탄현동
16006,104,탄현마을(진로),1995,개인,,,43900,3,3,2024,중개거래,경기 고양시일산서구,122.76,18,1485,N,24.04.25,41287,개인,탄현동
16007,501,탄현마을(건영5),1995,개인,,,26000,2,3,2024,중개거래,경기 고양시일산서구,68.29,17,1477,N,24.03.19,41287,개인,탄현동
16008,1110,후곡마을(주공),1995,개인,,,38500,20,4,2024,중개거래,경기 고양시일산서구,68.13,8,1103,N,24.07.19,41287,개인,일산동
16009,113,문촌마을1단지우성,1994,개인,,,51000,12,4,2024,중개거래,경기 고양시일산서구,84.91,5,1,N,24.07.04,41287,개인,주엽동
16010,101동,일산두산위브더제니스,2013,개인,,,47500,27,4,2024,중개거래,경기 고양시일산서구,59.9065,18,1640,N,24.05.31,41287,개인,탄현동
16011,302,일산동문(3),1997,개인,,,24500,27,4,2024,중개거래,경기 고양시일산서구,58.988,2,973-31,N,24.07.11,41287,개인,일산동
16012,109,성저마을(동익1단지),1995,개인,,,38800,27,4,2024,중개거래,경기 고양시일산서구,59.05,9,2212,N,24.05.31,41287,개인,대화동
16013,1003,후곡마을(임광),1995,개인,,,80000,30,4,2024,직거래,,158.76,1,1074,N,24.05.23,41287,개인,일산동
16014,501,탄현마을(건영5),1995,개인,,,27000,22,4,2024,직거래,,68.61,15,1477,N,24.05.21,41287,개인,탄현동
16015,1102,강선마을11단지태영,1994,개인,,,19300,23,4,2024,중개거래,경기 고양시일산동구,41.85,21,73,N,24.06.11,41287,개인,주엽동
16016,308,가좌마을3단지청원벽산블루밍,2002,개인,,,29000,30,4,2024,중개거래,경기 고양시 일산서구,84.99,3,1088,N,24.08.16,41287,개인,가좌동
16017,1503,문촌마을15단지부영,1993,개인,,,29000,25,4,2024,중개거래,경기 고양시일산서구,40.27,6,135,N,24.06.07,41287,개인,주엽동
16018,104,에이스10차,1996,개인,,,20500,27,4,2024,중개거래,경기 고양시일산서구,59.73,19,2041,N,24.07.01,41287,개인,일산동
16019,,일신휴먼빌(1655),2003,개인,,,32500,29,4,2024,중개거래,경기 고양시일산서구,84.988,1,1655,N,,41287,개인,일산동
16020,609,문촌마을6단지기산쌍용,1994,개인,,,31000,26,4,2024,중개거래,경기 고양시 일산서구,59.76,3,8,N,24.06.28,41287,개인,주엽동
16021,,일신건영2차,2007,개인,,,38000,24,4,2024,중개거래,경기 고양시일산서구,84.9279,14,1687,N,,41287,개인,일산동
16022,506,가좌마을5단지벽산,2005,개인,,,27500,20,4,2024,중개거래,경기 고양시일산서구,59.906,19,1087,N,24.07.05,41287,개인,가좌동
16023,509,가좌마을5단지벽산,2005,개인,,,33500,21,4,2024,중개거래,경기 고양시 일산서구,84.997,7,1087,N,24.08.12,41287,개인,가좌동
16024,402,하이파크시티일산파밀리에4단지,2011,개인,,,59800,16,4,2024,직거래,,146.51,20,1535,N,24.05.29,41287,법인,덕이동
16025,1804,후곡마을(현대18),1994,개인,,,30600,21,4,2024,중개거래,경기 고양시일산서구,59.925,7,1090,N,24.07.26,41287,개인,일산동
16026,1404,후곡마을(청구),1994,개인,,,68500,23,4,2024,중개거래,경기 고양시일산서구,134.87,2,1101,N,24.06.28,41287,개인,일산동
16027,901,강선마을9단지화성,1993,개인,,,59800,25,4,2024,중개거래,경기 고양시일산서구,84.93,16,60,N,24.07.19,41287,개인,주엽동
16028,1810,후곡마을(현대18),1994,개인,,,51800,19,4,2024,중개거래,경기 고양시일산서구,84.81,14,1090,N,24.07.25,41287,개인,일산동
16029,515,가좌마을5단지벽산,2005,개인,,,34700,30,4,2024,중개거래,경기 고양시일산서구,84.997,11,1087,N,24.07.29,41287,개인,가좌동
16030,503,"문촌마을5단지(한일,쌍용)",1994,개인,,,65000,23,4,2024,중개거래,경기 고양시일산서구,130.51,10,6,N,24.07.25,41287,개인,주엽동
16031,1810,후곡마을(현대18),1994,개인,,,51000,21,4,2024,중개거래,"경기 고양시일산서구, 경기 부천시소사구",84.81,11,1090,N,24.06.20,41287,개인,일산동
16032,414,하이파크시티일산파밀리에4단지,2011,개인,,,44200,29,4,2024,중개거래,경기 고양시 일산서구,84.44,5,1535,N,24.07.11,41287,개인,덕이동
16033,905,강선마을9단지화성,1993,개인,,,40000,25,4,2024,중개거래,경기 고양시일산서구,69.9,19,60,N,24.06.11,41287,개인,주엽동
16034,212,가좌마을2단지대우,2005,개인,,,34000,12,4,2024,중개거래,경기 고양시일산서구,84.8566,9,1089,N,24.05.31,41287,개인,가좌동
16035,401,문촌마을4단지삼익,1994,개인,,,68500,24,4,2024,중개거래,경기 고양시일산서구,100.84,12,29,N,24.06.12,41287,개인,주엽동
16036,103,탄현마을(경남),1995,개인,,,43800,29,4,2024,중개거래,"경기 고양시일산동구, 경기 고양시일산서구",122.76,14,1485,N,24.06.28,41287,개인,탄현동
16037,,"강선마을1단지(벽산,대우)",1994,개인,,,95000,15,4,2024,중개거래,경기 고양시일산서구,131.46,4,36,N,,41287,개인,주엽동
16038,1201,강선마을12단지두진,1994,개인,,,22000,23,4,2024,중개거래,경기 고양시일산서구,44.32,14,83,N,24.05.28,41287,개인,주엽동
16039,101,일산1차현대홈타운,2001,개인,,,30000,20,4,2024,중개거래,경기 고양시일산서구,59.9782,10,645,N,24.06.11,41287,개인,일산동
16040,206,하이파크시티일산파밀리에2단지,2011,개인,,,71000,12,4,2024,중개거래,경기 고양시 일산서구,173.77,13,1529,N,24.05.14,41287,개인,덕이동
16041,201,일산동문(2),1997,개인,,,34500,20,4,2024,중개거래,경기 고양시일산서구,84.967,6,960-6,N,24.06.19,41287,개인,일산동
16042,1105,탄현마을동신,2000,개인,,,33500,22,4,2024,중개거래,경기 고양시일산서구,70.558,5,1578,N,24.05.17,41287,개인,탄현동
16043,,킨텍스휴먼빌(6단지),2003,개인,,,43500,30,4,2024,중개거래,경기 고양시일산서구,84.2865,13,2570,N,,41287,개인,대화동
16044,102동,일산두산위브더제니스,2013,개인,,,46500,21,4,2024,중개거래,경기 고양시일산서구,59.9065,10,1640,N,24.06.14,41287,개인,탄현동
16045,602,산들마을,2005,개인,,,39800,20,4,2024,중개거래,"경기 고양시일산동구, 경기 고양시일산서구",84.93,4,1686,N,24.06.05,41287,개인,일산동
16046,204,하이파크시티일산파밀리에2단지,2011,개인,,,56000,8,4,2024,중개거래,경기 고양시 일산서구,121.45,15,1529,N,24.07.12,41287,개인,덕이동
16047,1810,후곡마을(현대18),1994,개인,,,48950,18,4,2024,중개거래,경기 고양시일산서구,84.81,7,1090,N,24.05.10,41287,법인,일산동
16048,1001,강선마을10단지한양,1998,개인,,,23450,20,4,2024,중개거래,경기 고양시일산서구,41.265,16,75,N,24.05.17,41287,개인,주엽동
16049,407,하이파크시티일산파밀리에4단지,2011,개인,,,56000,24,4,2024,중개거래,경기 고양시 일산서구,121.45,26,1535,N,24.05.31,41287,법인,덕이동
16050,507,하이파크시티일산아이파크5단지,2011,개인,,,48000,19,4,2024,중개거래,경기 고양시 일산서구,84.9898,15,1540,N,24.06.28,41287,개인,덕이동
16051,403,탄현마을(건영4),1994,개인,,,26000,16,4,2024,중개거래,경기 고양시 일산서구,68.29,5,1481,N,24.08.16,41287,개인,탄현동
16052,,"강선마을8단지(롯데,럭키)",1993,개인,24.05.07,O,39500,26,4,2024,중개거래,경기 고양시일산서구,60,9,63,N,,41287,개인,주엽동
16053,,문촌마을1단지우성,1994,개인,24.06.13,O,51000,12,4,2024,중개거래,경기 고양시일산서구,84.91,5,1,N,,41287,개인,주엽동
16054,507,하이파크시티일산아이파크5단지,2011,개인,,,46700,24,4,2024,중개거래,경기 고양시 일산서구,84.9691,7,1540,N,24.06.27,41287,개인,덕이동
16055,503,하이파크시티일산아이파크5단지,2011,개인,,,55400,19,4,2024,중개거래,경기 고양시 일산서구,124.8758,5,1540,N,24.06.28,41287,개인,덕이동
16056,904,강선마을9단지화성,1993,개인,,,39900,30,4,2024,중개거래,경기 고양시일산서구,69.9,1,60,N,24.05.08,41287,개인,주엽동
16057,,"강선마을8단지(롯데,럭키)",1993,개인,,,39500,26,4,2024,중개거래,"경기 고양시일산동구, 경기 고양시일산서구",60,9,63,N,,41287,개인,주엽동
