,aptNm,buildYear,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,excluUseAr,floor,sggCd,umdNm,dealYearMonth
10538,신원당(태영6),1993,27000.0,8,11,2023,중개거래,54.91,8,41281,성사동,202311
10539,삼혜그린뷰,2003,37500.0,15,11,2023,중개거래,73.16,14,41281,주교동,202311
10540,옥빛마을(주공)17(에듀뷰),1997,51500.0,4,11,2023,중개거래,84.79,7,41281,화정동,202311
10541,옥빛마을(주공)17(에듀뷰),1997,54000.0,14,11,2023,중개거래,84.79,13,41281,화정동,202311
10542,삼송역현대헤리엇,2020,60000.0,13,11,2023,중개거래,59.95,6,41281,삼송동,202311
10543,햇빛주공23,1996,33000.0,10,11,2023,중개거래,59.97,14,41281,행신동,202311
10544,샘터주공2,1996,24700.0,4,11,2023,중개거래,39.99,11,41281,행신동,202311
10545,소만마을(풍림),1994,26800.0,1,11,2023,중개거래,45.36,9,41281,행신동,202311
10546,햇빛마을주공20,1997,29000.0,8,11,2023,중개거래,49.97,4,41281,행신동,202311
10547,옥빛마을(주공)17(에듀뷰),1997,49000.0,9,11,2023,중개거래,84.79,18,41281,화정동,202311
10548,푸른마을6단지,2007,29000.0,14,11,2023,중개거래,84.8265,3,41281,고양동,202311
10549,대림2,1997,46000.0,3,11,2023,중개거래,59.4,12,41281,토당동,202311
10550,소만마을(성원)6,1995,31000.0,9,11,2023,중개거래,49.77,6,41281,행신동,202311
10551,은빛삼익주택(5),1995,67000.0,1,11,2023,중개거래,164.95,9,41281,화정동,202311
10552,옥빛마을(주공)17(에듀뷰),1997,52000.0,4,11,2023,중개거래,84.79,11,41281,화정동,202311
10553,토당동금강KCC,2004,49500.0,8,11,2023,중개거래,75.16,11,41281,토당동,202311
10554,내안애양우,2005,48000.0,4,11,2023,중개거래,84.59,3,41281,토당동,202311
10555,삼송힐스테이트,2013,66500.0,3,11,2023,중개거래,84.77,20,41281,신원동,202311
10556,햇빛주공(18-1),1998,42500.0,6,11,2023,중개거래,65.97,10,41281,행신동,202311
10557,DMC호반베르디움더포레2단지,2019,65500.0,4,11,2023,중개거래,70.9637,1,41281,향동동,202311
10559,DMC호반베르디움더포레4단지,2019,75000.0,4,11,2023,중개거래,70.9637,8,41281,향동동,202311
10560,지축역센트럴푸르지오,2019,104000.0,7,11,2023,중개거래,84.8637,15,41281,지축동,202311
10561,햇빛마을주공20,1997,33500.0,9,11,2023,중개거래,59.93,15,41281,행신동,202311
10562,윤창APT,1997,17000.0,9,11,2023,중개거래,58.9875,7,41281,고양동,202311
10563,DMC호반베르디움더포레4단지,2019,74000.0,3,11,2023,중개거래,70.9637,18,41281,향동동,202311
10564,윤창APT,1997,25000.0,4,11,2023,중개거래,84.96,11,41281,고양동,202311
10565,A9블럭신원마을호반베르디움,2012,71000.0,8,11,2023,중개거래,108.9996,14,41281,신원동,202311
10566,별빛마을7단지,1995,66500.0,1,11,2023,중개거래,85.0,17,41281,화정동,202311
10567,신성,1998,30000.0,3,11,2023,중개거래,84.87,8,41281,관산동,202311
10568,고양삼송동일스위트파크뷰7(1차),2017,67000.0,4,11,2023,중개거래,84.0785,8,41281,신원동,202311
10569,도래울센트럴더포레,2014,64000.0,3,11,2023,중개거래,84.58,20,41281,도내동,202311
10570,소만마을9단지,1995,24000.0,4,11,2023,중개거래,43.76,8,41281,행신동,202311
10571,새서울,1983,16000.0,2,11,2023,중개거래,45.72,3,41281,관산동,202311
10572,도래울센트럴더포레,2014,63000.0,1,11,2023,중개거래,84.38,13,41281,도내동,202311
10573,고양삼송동일스위트파크뷰7(1차),2017,56700.0,1,11,2023,중개거래,66.0346,4,41281,신원동,202311
10574,백마마을(삼성),1993,91500.0,27,11,2023,중개거래,133.47,7,41285,마두동,202311
10575,숲속마을9단지(성원),2006,54000.0,21,11,2023,중개거래,100.55,8,41285,풍동,202311
10576,숲속마을3단지(요진더포레스트),2006,38500.0,27,11,2023,중개거래,84.51,4,41285,풍동,202311
10578,강촌마을(한양6),1998,21000.0,20,11,2023,중개거래,35.1,16,41285,마두동,202311
10579,중산마을10(동신),1995,28000.0,25,11,2023,중개거래,73.98,3,41285,중산동,202311
10580,강촌마을(우방),1993,65700.0,28,11,2023,중개거래,84.94,4,41285,마두동,202311
10581,숲속마을9단지(성원),2006,54000.0,21,11,2023,중개거래,100.55,8,41285,풍동,202311
10582,강촌마을(동아),1992,77500.0,23,11,2023,중개거래,154.02,17,41285,마두동,202311
10583,강촌마을(동아),1992,86000.0,24,11,2023,중개거래,154.02,13,41285,마두동,202311
10584,백송마을(대림),1993,24700.0,30,11,2023,중개거래,48.91,3,41285,백석동,202311
10585,중산마을5(동부),1995,23000.0,22,11,2023,중개거래,60.0,5,41285,중산동,202311
10586,백마마을(삼성),1993,82500.0,17,11,2023,중개거래,101.91,9,41285,마두동,202311
10589,산들마을2(대림),2002,57000.0,27,11,2023,중개거래,134.926,21,41285,중산동,202311
10590,중산마을2(코오롱),1995,22500.0,20,11,2023,중개거래,59.93,2,41285,중산동,202311
10591,숲속마을9단지(성원),2006,61000.0,15,11,2023,중개거래,146.97,16,41285,풍동,202311
10592,현대그린,1989,6800.0,13,11,2023,중개거래,38.52,5,41285,사리현동,202311
10593,산들마을2(대림),2002,42500.0,15,11,2023,중개거래,84.94,7,41285,중산동,202311
10594,숲속마을8단지,2006,29000.0,18,11,2023,중개거래,51.93,19,41285,풍동,202311
10595,호수마을(청구),1994,39800.0,13,11,2023,중개거래,49.965,5,41285,장항동,202311
10596,백마마을(한성),1994,45000.0,27,11,2023,중개거래,70.43,17,41285,마두동,202311
10597,중산마을1단지(두산),1995,15200.0,15,11,2023,중개거래,37.35,6,41285,중산동,202311
10598,강촌마을(한양6),1998,20000.0,28,11,2023,중개거래,35.1,4,41285,마두동,202311
10600,중산마을2(코오롱),1995,21500.0,6,11,2023,중개거래,59.93,1,41285,중산동,202311
10601,백마마을(벽산),1994,53000.0,29,11,2023,중개거래,84.9,6,41285,마두동,202311
10603,은행마을2(동문),2002,34500.0,29,11,2023,중개거래,84.3316,3,41285,식사동,202311
10604,호수마을(대우),1996,41000.0,17,11,2023,중개거래,70.89,5,41285,장항동,202311
10605,위시티일산자이4단지,2010,87000.0,29,11,2023,중개거래,162.7081,3,41285,식사동,202311
10606,위시티블루밍3단지,2010,63500.0,25,11,2023,중개거래,122.83,23,41285,식사동,202311
10607,하늘마을주공5단지,2007,44000.0,16,11,2023,중개거래,84.67,4,41285,중산동,202311
10608,강촌마을(진흥),1992,70000.0,13,11,2023,중개거래,101.88,6,41285,마두동,202311
10609,숲속마을8단지,2006,33400.0,25,11,2023,중개거래,59.72,17,41285,풍동,202311
10611,백송마을(대림),1993,38400.0,24,11,2023,중개거래,58.74,6,41285,백석동,202311
10612,일산센트럴아이파크,2018,65000.0,15,11,2023,중개거래,84.9742,23,41285,중산동,202311
10613,중산마을5(동부),1995,25500.0,17,11,2023,중개거래,60.0,2,41285,중산동,202311
10614,중산마을2(코오롱),1995,22300.0,13,11,2023,중개거래,49.98,11,41285,중산동,202311
10615,중산마을3단지(일신),1995,24000.0,10,11,2023,중개거래,59.845,5,41285,중산동,202311
10616,청원네이처빌,2004,27000.0,11,11,2023,중개거래,79.86,10,41285,성석동,202311
10617,사리현동문디이스트2단지,2004,30000.0,13,11,2023,중개거래,84.6186,11,41285,사리현동,202311
10618,중산마을6(태영),1995,20000.0,27,11,2023,중개거래,57.42,3,41285,중산동,202311
10619,일산풍동5차성원상떼빌,2003,39200.0,16,11,2023,중개거래,84.94,12,41285,풍동,202311
10620,강촌마을(동아),1992,71500.0,14,11,2023,중개거래,84.96,8,41285,마두동,202311
10621,호수마을(현대),1994,42500.0,12,11,2023,중개거래,59.925,3,41285,장항동,202311
10622,호수마을(현대),1994,52000.0,15,11,2023,중개거래,70.14,8,41285,장항동,202311
10623,숲속마을8단지,2006,32800.0,14,11,2023,중개거래,59.72,19,41285,풍동,202311
10624,중산마을8(삼성),1995,41000.0,16,11,2023,직거래,134.97,5,41285,중산동,202311
10625,은행마을1(동문),2002,39500.0,26,11,2023,중개거래,84.4459,14,41285,풍동,202311
10626,강촌마을(라이프),1992,65000.0,5,11,2023,중개거래,84.93,10,41285,마두동,202311
10627,백마마을(삼성),1993,86000.0,19,11,2023,중개거래,133.47,14,41285,마두동,202311
10629,숲속마을8단지,2006,33000.0,20,11,2023,중개거래,59.72,15,41285,풍동,202311
10630,숲속마을9단지(성원),2006,56000.0,13,11,2023,중개거래,122.8,17,41285,풍동,202311
10632,일산센트럴아이파크,2018,61500.0,18,11,2023,중개거래,84.9854,10,41285,중산동,202311
10633,위시티일산자이2단지,2010,67000.0,10,11,2023,중개거래,130.0652,3,41285,식사동,202311
10634,중산마을2(코오롱),1995,20000.0,15,11,2023,중개거래,49.77,10,41285,중산동,202311
10635,은행마을2(동문),2002,32600.0,11,11,2023,중개거래,84.3316,1,41285,식사동,202311
10637,은행마을2(동문),2002,50950.0,11,11,2023,중개거래,128.5756,4,41285,식사동,202311
10638,위시티일산자이2단지,2010,130000.0,22,11,2023,직거래,209.4897,27,41285,식사동,202311
10639,위시티일산자이주상복합,2010,59000.0,10,11,2023,중개거래,117.25,21,41285,식사동,202311
10640,위시티휴먼빌,2014,55000.0,11,11,2023,중개거래,117.41,20,41285,식사동,202311
10641,중산마을5(건영),1995,25500.0,8,11,2023,중개거래,59.99,2,41285,중산동,202311
10642,백송마을(삼호),1992,50000.0,18,11,2023,중개거래,84.69,9,41285,백석동,202311
10643,호수마을(현대),1994,42000.0,1,11,2023,중개거래,59.925,5,41285,장항동,202311
10644,호수마을(현대),1994,44800.0,15,11,2023,중개거래,59.925,10,41285,장항동,202311
10645,위시티블루밍3단지,2010,60000.0,17,11,2023,중개거래,101.94,16,41285,식사동,202311
10646,강촌마을(우방),1993,66000.0,6,11,2023,중개거래,84.94,10,41285,마두동,202311
10647,백송마을(임광),1994,31000.0,2,11,2023,중개거래,59.34,2,41285,백석동,202311
10648,위시티일산자이4단지,2010,74000.0,7,11,2023,중개거래,134.7996,10,41285,식사동,202311
10649,백마마을(극동),1992,51000.0,10,11,2023,중개거래,114.81,8,41285,마두동,202311
10650,위시티일산자이1단지,2010,56700.0,14,11,2023,중개거래,84.7861,24,41285,식사동,202311
10651,중산마을6(태영),1995,31000.0,10,11,2023,중개거래,72.36,5,41285,중산동,202311
10652,백송마을(우성),1992,25000.0,15,11,2023,직거래,52.92,6,41285,백석동,202311
10653,숲속마을2단지,2006,45000.0,10,11,2023,중개거래,75.82,6,41285,풍동,202311
10654,중산마을2(코오롱),1995,17800.0,9,11,2023,중개거래,49.77,1,41285,중산동,202311
10655,은행마을2(동문),2002,31000.0,9,11,2023,중개거래,84.3316,2,41285,식사동,202311
10656,숲속마을(7단지),2006,41900.0,6,11,2023,중개거래,84.97,13,41285,풍동,202311
10657,성원2차,1998,29800.0,2,11,2023,중개거래,59.76,4,41285,풍동,202311
10658,하늘마을주공5단지,2007,48000.0,3,11,2023,중개거래,84.67,14,41285,중산동,202311
10659,위시티블루밍5단지,2010,70000.0,6,11,2023,중개거래,123.23,16,41285,식사동,202311
10660,강촌마을(한양6),1998,21000.0,6,11,2023,중개거래,35.1,18,41285,마두동,202311
10661,백송마을(풍림),1992,50000.0,2,11,2023,중개거래,84.83,15,41285,백석동,202311
10662,산들마을2(대림),2002,50000.0,4,11,2023,중개거래,134.926,12,41285,중산동,202311
10663,하늘마을2단지,2007,42000.0,1,11,2023,중개거래,84.72,3,41285,중산동,202311
10664,청원네이처빌,2004,18300.0,2,11,2023,중개거래,59.89,2,41285,성석동,202311
10665,중산마을3단지(일신),1995,25800.0,2,11,2023,중개거래,59.84,3,41285,중산동,202311
10666,일산임광진흥아파트,2009,39500.0,15,11,2023,중개거래,84.82,5,41287,탄현동,202311
10667,탄현마을(건영5),1995,24750.0,30,11,2023,중개거래,68.61,5,41287,탄현동,202311
10668,문촌마을19단지신우,1994,78000.0,30,11,2023,중개거래,126.66,8,41287,주엽동,202311
10669,신원1,2002,38000.0,22,11,2023,중개거래,84.961,17,41287,일산동,202311
10670,주은1,1999,27500.0,24,11,2023,직거래,84.94,4,41287,일산동,202311
10671,후곡마을(럭키),1994,30500.0,10,11,2023,중개거래,49.5,11,41287,일산동,202311
10672,후곡마을(주공),1995,33700.0,27,11,2023,중개거래,59.31,19,41287,일산동,202311
10673,가좌마을5단지벽산,2005,32500.0,21,11,2023,중개거래,84.997,18,41287,가좌동,202311
10674,탄현마을(부영7),1995,16650.0,25,11,2023,중개거래,50.28,3,41287,탄현동,202311
10675,일산두산위브더제니스,2013,65000.0,29,11,2023,중개거래,119.1774,50,41287,탄현동,202311
10676,문촌마을15단지부영,1993,38700.0,21,11,2023,중개거래,49.72,11,41287,주엽동,202311
10677,탄현마을(동성),1994,36900.0,30,11,2023,중개거래,101.85,6,41287,탄현동,202311
10678,후곡마을(대창),1995,29000.0,18,11,2023,중개거래,53.82,11,41287,일산동,202311
10679,일산메가씨티,2003,7500.0,28,11,2023,중개거래,29.925,5,41287,일산동,202311
10680,하이파크시티일산아이파크5단지,2011,48000.0,13,11,2023,중개거래,124.8758,1,41287,덕이동,202311
10681,탄현마을(건영4),1994,19000.0,30,11,2023,중개거래,53.83,5,41287,탄현동,202311
10682,후곡마을(대우),1995,31500.0,30,11,2023,중개거래,59.374,7,41287,일산동,202311
10683,후곡마을(대우),1995,30000.0,17,11,2023,중개거래,59.374,8,41287,일산동,202311
10685,문촌마을2단지라이프,1994,65000.0,21,11,2023,중개거래,127.14,12,41287,주엽동,202311
10686,후곡마을(럭키),1994,57000.0,25,11,2023,중개거래,84.851,1,41287,일산동,202311
10688,"문촌마을5단지(한일,쌍용)",1994,72000.0,16,11,2023,중개거래,130.51,13,41287,주엽동,202311
10689,장성마을(동부),1995,34500.0,25,11,2023,중개거래,52.056,14,41287,대화동,202311
10690,일산두산위브더제니스,2013,110000.0,25,11,2023,중개거래,170.7209,51,41287,탄현동,202311
10691,하이파크시티일산아이파크5단지,2011,57500.0,27,11,2023,중개거래,127.8739,18,41287,덕이동,202311
10692,후곡마을(벽산),1995,36500.0,14,11,2023,중개거래,70.444,9,41287,일산동,202311
10693,태영(954),2002,45000.0,30,11,2023,중개거래,84.89,10,41287,일산동,202311
10694,문촌마을1단지우성,1994,52000.0,13,11,2023,중개거래,84.91,5,41287,주엽동,202311
10696,가좌마을3단지청원벽산블루밍,2002,33500.0,20,11,2023,중개거래,117.68,1,41287,가좌동,202311
10697,하이파크시티일산파밀리에4단지,2011,64500.0,27,11,2023,중개거래,129.79,29,41287,덕이동,202311
10698,일산두산위브더제니스,2013,73000.0,20,11,2023,중개거래,145.8289,11,41287,탄현동,202311
10699,"큰마을대림,현대아파트",2001,35000.0,19,11,2023,중개거래,84.73,6,41287,탄현동,202311
10701,강선마을17단지동성,1994,35000.0,27,11,2023,중개거래,47.5,6,41287,주엽동,202311
10702,강선마을15단지보성,1993,58300.0,28,11,2023,중개거래,84.62,12,41287,주엽동,202311
10703,후곡마을(현대3),1994,75500.0,18,11,2023,중개거래,133.425,10,41287,일산동,202311
10704,일신건영2차,2007,37000.0,13,11,2023,중개거래,84.9279,9,41287,일산동,202311
10705,일산두산위브더제니스,2013,69500.0,18,11,2023,중개거래,120.7818,16,41287,탄현동,202311
10706,킨텍스양우파크타운,2003,40000.0,13,11,2023,중개거래,84.2266,20,41287,대화동,202311
10707,문촌마을6단지기산쌍용,1994,31200.0,18,11,2023,중개거래,59.73,3,41287,주엽동,202311
10708,후곡마을(럭키),1994,30000.0,19,11,2023,중개거래,49.5,6,41287,일산동,202311
10709,후곡마을(롯데),1994,31000.0,25,11,2023,중개거래,51.168,13,41287,일산동,202311
10710,일산두산위브더제니스,2013,66000.0,11,11,2023,직거래,145.9198,4,41287,탄현동,202311
10711,일산3차현대홈타운,2002,47400.0,23,11,2023,중개거래,112.878,23,41287,일산동,202311
10712,탄현마을(동문),1995,25800.0,22,11,2023,중개거래,70.47,6,41287,탄현동,202311
10713,후곡마을(동성),1994,40000.0,12,11,2023,중개거래,69.39,3,41287,일산동,202311
10714,가좌마을5단지벽산,2005,33000.0,22,11,2023,중개거래,84.997,20,41287,가좌동,202311
10715,세경,2000,31500.0,15,11,2023,중개거래,49.68,3,41287,대화동,202311
10716,가좌마을1단지양우,2005,30300.0,27,11,2023,중개거래,59.9913,16,41287,가좌동,202311
10717,후곡마을(주공),1995,35500.0,18,11,2023,중개거래,68.13,15,41287,일산동,202311
10718,가좌마을2단지대우,2005,31000.0,20,11,2023,중개거래,84.8566,3,41287,가좌동,202311
10719,문촌마을2단지라이프,1994,64800.0,24,11,2023,중개거래,99.52,8,41287,주엽동,202311
10720,가좌마을7단지꿈에그린,2010,49500.0,7,11,2023,중개거래,134.9985,4,41287,가좌동,202311
10721,탄현마을(일신),1994,25700.0,24,11,2023,중개거래,59.835,5,41287,탄현동,202311
10722,미주8,1991,23000.0,29,11,2023,중개거래,84.42,9,41287,일산동,202311
10724,일산임광진흥아파트,2009,42000.0,16,11,2023,중개거래,124.06,1,41287,탄현동,202311
10725,후곡마을(태영13),1994,32300.0,20,11,2023,중개거래,57.76,11,41287,일산동,202311
10726,일산에듀포레푸르지오,2018,45800.0,14,11,2023,중개거래,84.5164,8,41287,탄현동,202311
10727,일산중앙가든,1989,16300.0,27,11,2023,중개거래,45.45,5,41287,일산동,202311
10729,가좌마을5단지벽산,2005,33000.0,13,11,2023,중개거래,84.997,18,41287,가좌동,202311
10730,가좌마을6단지벽산,2005,33500.0,27,11,2023,중개거래,84.997,20,41287,가좌동,202311
10731,덕이1동문,2001,30000.0,16,11,2023,중개거래,84.434,1,41287,덕이동,202311
10732,강선마을14단지두산,1994,57000.0,25,11,2023,중개거래,69.08,7,41287,주엽동,202311
10734,후곡마을(주공),1995,40000.0,15,11,2023,중개거래,68.13,9,41287,일산동,202311
10735,"큰마을대림,현대아파트",2001,24000.0,25,11,2023,직거래,59.82,17,41287,탄현동,202311
10736,후곡마을(동양),1995,51000.0,14,11,2023,직거래,84.965,6,41287,일산동,202311
10737,일산두산위브더제니스,2013,90000.0,2,11,2023,중개거래,170.7209,23,41287,탄현동,202311
10738,강선마을13단지뉴서울,1995,19900.0,20,11,2023,중개거래,40.32,12,41287,주엽동,202311
10739,가좌마을5단지벽산,2005,32300.0,6,11,2023,중개거래,84.997,10,41287,가좌동,202311
10740,세경,2000,21500.0,9,11,2023,중개거래,40.32,2,41287,대화동,202311
10741,삼남,1986,15000.0,22,11,2023,중개거래,54.99,5,41287,일산동,202311
10742,일산임광진흥아파트,2009,42000.0,12,11,2023,중개거래,123.8,12,41287,탄현동,202311
10743,탄현마을(건영4),1994,25000.0,6,11,2023,중개거래,68.29,8,41287,탄현동,202311
10744,강선마을2단지경남,1994,70000.0,4,11,2023,중개거래,101.88,9,41287,주엽동,202311
10745,대화마을동문(3단지),2002,41800.0,10,11,2023,중개거래,84.454,12,41287,대화동,202311
10746,일산두산위브더제니스,2013,89000.0,7,11,2023,중개거래,170.7209,16,41287,탄현동,202311
10747,일산동양(955-2),2004,43400.0,23,11,2023,중개거래,84.972,15,41287,일산동,202311
10748,가좌마을5단지벽산,2005,32800.0,24,11,2023,중개거래,84.997,11,41287,가좌동,202311
10749,일산동양(955-2),2004,37700.0,2,11,2023,중개거래,84.972,22,41287,일산동,202311
10750,"큰마을대림,현대아파트",2001,22000.0,24,11,2023,중개거래,59.82,20,41287,탄현동,202311
10751,"큰마을대림,현대아파트",2001,22500.0,13,11,2023,중개거래,59.82,1,41287,탄현동,202311
10752,문촌마을19단지신우,1994,59500.0,15,11,2023,중개거래,73.08,11,41287,주엽동,202311
10753,일산에듀포레푸르지오,2018,39500.0,12,11,2023,중개거래,59.8354,21,41287,탄현동,202311
10754,문촌마을19단지신우,1994,57000.0,14,11,2023,중개거래,73.08,2,41287,주엽동,202311
10755,"강선마을8단지(롯데,럭키)",1993,41000.0,21,11,2023,중개거래,71.01,5,41287,주엽동,202311
10756,후곡마을(주공),1995,38900.0,23,11,2023,중개거래,68.13,4,41287,일산동,202311
10757,"강선마을5단지(동부,건영)",1994,66000.0,15,11,2023,중개거래,99.94,5,41287,주엽동,202311
10758,"큰마을대림,현대아파트",2001,26000.0,12,11,2023,중개거래,59.94,14,41287,탄현동,202311
10759,탄현마을(현대),1994,27800.0,21,11,2023,중개거래,68.04,6,41287,탄현동,202311
10760,후곡마을(동성),1994,45500.0,14,11,2023,중개거래,69.39,5,41287,일산동,202311
10761,하이파크시티일산파밀리에4단지,2011,58000.0,6,11,2023,중개거래,121.45,22,41287,덕이동,202311
10762,탄현마을(부영7),1995,19800.0,21,11,2023,중개거래,59.86,6,41287,탄현동,202311
10763,일산임광진흥아파트,2009,43000.0,8,11,2023,중개거래,124.06,7,41287,탄현동,202311
10764,문촌마을7단지주공,1995,31000.0,14,11,2023,중개거래,49.69,2,41287,주엽동,202311
10765,탄현마을(한신),1994,32900.0,12,11,2023,중개거래,84.24,2,41287,탄현동,202311
10766,일산임광진흥아파트,2009,34500.0,18,11,2023,중개거래,59.68,5,41287,탄현동,202311
10767,일산에듀포레푸르지오,2018,48000.0,3,11,2023,중개거래,84.5164,13,41287,탄현동,202311
10768,세경,2000,27000.0,14,11,2023,중개거래,40.32,7,41287,대화동,202311
10769,일산동문(600-32),2000,24000.0,10,11,2023,중개거래,59.99,14,41287,일산동,202311
10770,강선마을3단지한신,1994,50500.0,17,11,2023,중개거래,84.96,13,41287,주엽동,202311
10771,"큰마을대림,현대아파트",2001,30000.0,22,11,2023,직거래,59.82,15,41287,탄현동,202311
10773,월드메르디앙일산주상복합,2005,16000.0,13,11,2023,중개거래,44.27,6,41287,일산동,202311
10774,후곡마을(주공),1995,57000.0,6,11,2023,중개거래,68.13,11,41287,일산동,202311
10775,하이파크시티일산파밀리에4단지,2011,42800.0,18,11,2023,중개거래,84.57,5,41287,덕이동,202311
10776,일신건영2차,2007,33000.0,13,11,2023,중개거래,84.9279,12,41287,일산동,202311
10777,산들마을3단지,2003,47000.0,14,11,2023,중개거래,84.801,25,41287,일산동,202311
10778,하이파크시티일산파밀리에2단지,2011,70000.0,14,11,2023,중개거래,173.77,12,41287,덕이동,202311
10779,후곡마을(주공),1995,37850.0,11,11,2023,중개거래,68.13,3,41287,일산동,202311
10780,일산에듀포레푸르지오,2018,56000.0,7,11,2023,중개거래,99.3431,2,41287,탄현동,202311
10781,일신.삼익아파트,2000,24900.0,13,11,2023,중개거래,59.94,3,41287,일산동,202311
10782,탄현마을(한신),1994,27650.0,8,11,2023,중개거래,68.04,14,41287,탄현동,202311
10783,"강선마을8단지(롯데,럭키)",1993,41000.0,15,11,2023,중개거래,60.0,10,41287,주엽동,202311
10784,강선마을11단지태영,1994,22300.0,16,11,2023,중개거래,41.85,12,41287,주엽동,202311
10785,강선마을13단지뉴서울,1995,19800.0,10,11,2023,중개거래,40.32,11,41287,주엽동,202311
10786,까뮤이스테이트,2019,17500.0,16,11,2023,중개거래,37.37,12,41287,탄현동,202311
10787,푸르지오,2013,35000.0,18,11,2023,중개거래,59.95,14,41287,일산동,202311
10788,하이파크시티일산아이파크5단지,2011,73000.0,14,11,2023,중개거래,175.8458,24,41287,덕이동,202311
10789,탄현마을(건영5),1995,35500.0,6,11,2023,중개거래,84.5,5,41287,탄현동,202311
10790,일산동양(955-2),2004,39900.0,9,11,2023,중개거래,84.972,4,41287,일산동,202311
10791,일산임광진흥아파트,2009,40000.0,16,11,2023,중개거래,84.89,2,41287,탄현동,202311
10792,문촌마을4단지삼익,1994,69000.0,6,11,2023,중개거래,100.84,3,41287,주엽동,202311
10793,후곡마을(건영6),1994,27000.0,8,11,2023,중개거래,50.55,7,41287,일산동,202311
10794,일신휴먼빌(1655),2003,33500.0,9,11,2023,중개거래,84.988,13,41287,일산동,202311
10795,문촌마을4단지삼익,1994,78000.0,8,11,2023,중개거래,130.38,5,41287,주엽동,202311
10796,탄현마을(부영7),1995,17300.0,7,11,2023,중개거래,50.28,6,41287,탄현동,202311
10797,탄현마을(현대),1994,28400.0,11,11,2023,중개거래,68.04,3,41287,탄현동,202311
10798,탄현마을(건영5),1995,26900.0,10,11,2023,중개거래,68.29,5,41287,탄현동,202311
10799,가좌마을3단지청원벽산블루밍,2002,40700.0,9,11,2023,중개거래,117.68,8,41287,가좌동,202311
10800,탄현마을(부영7),1995,17500.0,6,11,2023,중개거래,50.28,13,41287,탄현동,202311
10801,킨텍스양우파크타운,2003,44000.0,15,11,2023,중개거래,84.2266,14,41287,대화동,202311
10802,문촌마을14단지세경,1999,23000.0,8,11,2023,중개거래,33.93,1,41287,주엽동,202311
10803,"강선마을8단지(롯데,럭키)",1993,58000.0,7,11,2023,중개거래,84.99,8,41287,주엽동,202311
10804,강선마을14단지두산,1994,45000.0,15,11,2023,중개거래,59.76,11,41287,주엽동,202311
10806,탄현마을(부영7),1995,21500.0,14,11,2023,중개거래,59.86,4,41287,탄현동,202311
10807,"강선마을8단지(롯데,럭키)",1993,55700.0,4,11,2023,중개거래,84.99,3,41287,주엽동,202311
10808,가좌마을6단지벽산,2005,39000.0,7,11,2023,중개거래,101.982,10,41287,가좌동,202311
10809,탄현마을(부영3),1995,22000.0,11,11,2023,중개거래,46.58,4,41287,탄현동,202311
10810,가좌마을6단지벽산,2005,39000.0,7,11,2023,중개거래,84.997,20,41287,가좌동,202311
10811,후곡마을(동양),1995,28000.0,14,11,2023,중개거래,53.82,11,41287,일산동,202311
10812,강선마을11단지태영,1994,20500.0,3,11,2023,중개거래,41.85,7,41287,주엽동,202311
10813,문촌마을19단지신우,1994,72500.0,2,11,2023,중개거래,126.66,5,41287,주엽동,202311
10814,후곡마을(동신),1994,84500.0,3,11,2023,중개거래,164.52,5,41287,일산동,202311
10815,후곡마을(태영13),1994,30000.0,5,11,2023,중개거래,57.76,12,41287,일산동,202311
10816,강선마을14단지두산,1994,63000.0,10,11,2023,중개거래,69.08,13,41287,주엽동,202311
10817,일산동문(600-32),2000,32700.0,13,11,2023,중개거래,84.81,3,41287,일산동,202311
10818,후곡마을(태영13),1994,30000.0,11,11,2023,중개거래,57.76,15,41287,일산동,202311
10819,문촌마을4단지삼익,1994,77000.0,7,11,2023,중개거래,130.38,3,41287,주엽동,202311
10820,하이파크시티일산파밀리에4단지,2011,47500.0,3,11,2023,중개거래,84.57,20,41287,덕이동,202311
10821,"큰마을대림,현대아파트",2001,27100.0,4,11,2023,중개거래,59.82,10,41287,탄현동,202311
10822,킨텍스자이(1단지),2002,33370.0,3,11,2023,직거래,134.045,3,41287,대화동,202311
10823,탄현마을(건영4),1994,20000.0,1,11,2023,중개거래,53.83,5,41287,탄현동,202311
10824,문촌마을15단지부영,1993,30500.0,8,11,2023,중개거래,40.27,11,41287,주엽동,202311
10826,탄현마을(건영4),1994,20000.0,4,11,2023,중개거래,53.83,3,41287,탄현동,202311
10827,일산에듀포레푸르지오,2018,57000.0,8,11,2023,중개거래,99.3431,17,41287,탄현동,202311
10828,탄현마을(부영7),1995,17950.0,4,11,2023,중개거래,50.28,11,41287,탄현동,202311
10829,장성마을(대명2),1995,43000.0,7,11,2023,중개거래,59.04,3,41287,대화동,202311
10830,에이스10차,1996,35200.0,2,11,2023,중개거래,120.93,20,41287,일산동,202311
10831,강선마을4단지동신,1993,38500.0,2,11,2023,중개거래,59.49,9,41287,주엽동,202311
10832,후곡마을(코오롱),1995,28000.0,6,11,2023,중개거래,48.84,3,41287,일산동,202311
10833,강선마을14단지두산,1994,69600.0,4,11,2023,중개거래,84.71,16,41287,주엽동,202311
10834,탄현마을(부영3),1995,20500.0,2,11,2023,중개거래,46.58,15,41287,탄현동,202311
10835,탄현마을풍림,2000,24600.0,2,11,2023,중개거래,59.859,4,41287,탄현동,202311
